0,2650.824000325944
1,5264.397918173291
2,-1.222690108588076E8
3,-1.2075634630000134E8
4,-1.222690108588076E8
5,63209.18669645084
6,-1.1991118342609201E8
7,45824.09956852205
8,-1.222690108588076E8
9,63296.61299922534
10,-1.222690108588076E8
11,-1.222690108588076E8
12,2653.419878865719
13,66219.14356373558
14,-1.222690108588076E8
15,-2.6694985684958723E8
16,-1.222690108588076E8
17,48818.285978693
18,-1.222690108588076E8
19,0.0
20,48835.093789822335
21,-1.222690108588076E8
22,-1.0382285616489728E8
23,-1.222690108588076E8
24,-1.222690108588076E8
25,4.127466600793971E7
