0,23972.37651437681
1,37170.91621503574
2,1154621.827637449
3,1153230.9957803146
4,1154621.827637449
5,159136.92963066493
6,1522515.3573261558
7,0.0
8,1154621.827637449
9,160011.3149462021
10,1154621.827637449
11,1154621.827637449
12,24057.839803323594
13,200486.69055268512
14,1154621.827637449
15,1647452.7553222529
16,1154621.827637449
17,151967.5481568351
18,1154621.827637449
19,152182.04021581716
20,1154621.827637449
21,1510177.1040368755
22,1154621.827637449
23,1154621.827637449
24,1448310.8428844018
