0,6971515.40211151
1,9595809.292203426
2,7707247.415757741
3,6143608.974376408
4,7832205.985893347
5,4891942.586876007
6,7617101.070012202
7,7730288.565565466
8,4959553.272903373
9,8911118.988943309
10,6843003.392500999
11,6972859.730925463
12,9339510.804802991
13,0.0
14,7058195.125441258
15,5206744.865165315
16,5810852.952567217
17,5149163.002723064
18,8362710.302993824
19,4813209.918650318
20,7147237.175857891
21,8227939.547450039
22,8227939.547450039
23,6286761.845596384
24,5088936.802199828
25,5715766.728668317
