0,1.7480754415067656
1,3.608949608449583
2,1.4707253433941512
3,2.9576044263637575
4,1.4707253433941512
5,3.1566825915829373
6,1.4707253433941512
7,4.061216625316228
8,3.6480855748963004
10,3.9858387891717872
11,1.886750490563073
12,2.02542553961938
14,4.061216625316228
15,1.7480754415067656
16,1.4707253433941512
17,1.7480754415067656
18,1.886750490563073
19,3.8350831168829056
20,1.7480754415067656
21,1.7480754415067656
22,3.1566825915829373
23,3.9858387891717872
24,3.9104609530273464
25,1.4707253433941512
26,1.7480754415067656
27,1.4707253433941512
28,2.02542553961938
29,3.8350831168829056
30,1.7480754415067656
