0,2.5816659994661326
1,1.0
2,1.0
3,1.0
4,1.8610893073432406
5,1.0
6,1.0
7,1.4045340337332908
8,1.0
9,1.0
10,1.0
11,1.0
12,1.2537783614444091
13,1.0
14,1.0
15,1.0
16,1.2537783614444091
17,1.0
18,1.8610893073432406
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.4045340337332908
25,1.0
26,1.0
27,3.1421145377839377
28,2.0212174611483276
29,1.0
30,2.2614096918559587
31,1.781025230440697
32,1.0
33,1.781025230440697
34,1.7060453783110545
35,1.0
36,1.0
37,1.0
38,1.2537783614444091
39,2.5816659994661326
40,1.4045340337332908
41,1.0
42,1.0
43,1.0
44,1.0
45,2.0212174611483276
46,2.5058155717841624
47,1.0
48,1.0
49,1.0
50,2.0212174611483276
51,1.7060453783110545
52,1.4045340337332908
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0
58,1.7060453783110545
59,1.4045340337332908
60,1.0
61,1.0
62,1.4045340337332908
63,2.2614096918559587
65,1.0
66,1.0
67,1.0
68,2.1813456149534147
69,1.0
70,1.2537783614444091
71,1.0
72,1.0
73,1.4045340337332908
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,1.0
96,1.0
97,1.0
98,2.341473768758502
99,1.0
100,1.0
101,1.0
102,1.5552897060221726
103,1.0
104,1.781025230440697
105,1.0
106,1.0
107,2.1012815380508716
108,2.5816659994661326
109,1.0
110,1.2537783614444091
111,1.4045340337332908
112,2.1012815380508716
113,1.0
114,1.0
115,1.0
