0,98.53444594169613
1,111.7275598008281
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,89.1277598493173
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,98.53444594169613
14,0.0
15,114.48668044798923
16,0.0
17,111.7275598008281
18,0.0
19,0.0
20,0.19245008972987526
21,0.0
22,0.0
23,0.0
24,0.0
25,111.7275598008281
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.17677669529663687
36,0.0
37,258.1988897471611
38,0.0
39,0.0
40,22.36682385052257
41,0.0
42,0.0
43,0.0
44,0.0
45,0.20412414523193154
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.16666666666666666
52,0.0
53,0.0
54,0.0
55,124.17824001860248
56,0.0
57,0.2
58,161.90861620062103
59,59.90762119232475
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,6.3639610306789285
69,0.0
70,0.0
71,0.0
72,0.0
73,0.05661385170722978
74,0.0
75,161.90861620062103
76,0.0
77,93.47798314754834
78,0.0
79,0.0
80,59.90762119232475
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.2672612419124244
93,161.90861620062103
94,0.0
95,154.37380842381498
96,0.23570226039551587
97,0.2
98,0.0
99,1.539600717839002
100,0.2
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.18569533817705186
107,0.0
108,109.15876677407253
109,0.0
110,0.0
111,0.0
112,0.0
113,258.1988897471611
114,0.2
115,0.0
116,0.19245008972987526
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.17677669529663687
