0,5.817080878402786
1,6.240405269175405
2,6.569657573109664
3,2.319017187772497
4,2.319017187772497
5,6.099297138917864
6,2.319017187772497
7,5.299684400791807
8,5.8641169218219655
9,6.804837790205562
11,6.052261095498684
12,6.757801746786383
13,5.770044834983606
14,2.319017187772497
15,2.319017187772497
16,6.146333182337045
18,5.911152965241145
19,2.319017187772497
20,5.675972748145246
21,2.319017187772497
22,2.319017187772497
23,6.992981963882283
24,7.087054050720642
25,6.757801746786383
26,2.319017187772497
27,5.3467204442109875
28,5.911152965241145
