[org.apache.commons.math.ode.events.EventStateTest.testIssue695, org.apache.commons.math.ode.events.EventStateTest.closeEvents]
src/main/java/org/apache/commons/math/analysis/solvers/AbstractUnivariateRealSolver.java
00037,x,o
00047,-,o
src/main/java/org/apache/commons/math/util/Incrementor.java
00052,x,o
00061,x,o
00062,x,o
00063,x,o
00064,x,o
00065,x,o
00066,x,o
00067,x,o
00079,x,o
00080,x,o
00091,x,o
00109,-,o
00150,x,o
00159,x,o
src/main/java/org/apache/commons/math/ode/nonstiff/AdaptiveStepsizeIntegrator.java
00110,x,-
00111,x,-
00112,x,-
00157,x,-
00158,x,-
00159,x,-
00161,x,-
00162,x,-
00163,x,-
00164,x,-
00209,x,-
00212,x,-
00221,x,-
00223,x,-
00225,x,-
00229,x,-
00250,x,-
00252,x,-
00321,x,-
00322,x,-
00331,x,-
00333,x,-
00337,x,-
00353,x,-
00354,x,-
src/main/java/org/apache/commons/math/ode/ExpandableStatefulODE.java
00073,x,-
00074,x,-
00075,x,-
00076,x,-
00077,x,-
00078,x,-
00079,x,-
00096,x,-
00098,x,-
00114,x,-
00115,x,-
00116,x,-
00119,x,-
00120,x,-
00121,x,-
00122,x,-
00123,x,-
00124,x,-
00155,x,-
00163,x,-
00164,x,-
00167,x,-
00174,x,-
00181,x,-
00192,x,-
00197,x,-
00285,x,-
00288,x,-
00289,x,-
00290,x,-
00291,x,-
00293,x,-
src/main/java/org/apache/commons/math/util/FastMath.java
00375,x,-
00826,x,-
00827,x,-
00828,x,-
00829,x,-
00830,x,-
00831,x,-
00832,x,-
00833,x,-
00834,x,-
00835,x,-
00836,x,-
00837,x,-
00838,x,-
00839,x,-
00840,x,-
00841,x,-
00842,x,-
00843,x,-
00844,x,-
00845,x,-
00846,x,-
00847,x,-
00848,x,-
00849,x,-
00850,x,-
00851,x,-
00852,x,-
00853,x,-
00854,x,-
00855,x,-
00856,x,-
00857,x,-
00858,x,-
00859,x,-
00860,x,-
00861,x,-
00862,x,-
00863,x,-
00864,x,-
00866,x,-
00867,x,-
00868,x,-
00869,x,-
00870,x,-
00871,x,-
00872,x,-
00874,x,-
00875,x,-
00882,x,-
00883,x,-
00884,x,-
00890,x,-
00899,x,-
00900,x,-
00901,x,-
00902,x,-
00903,x,-
00910,x,-
00911,x,-
00917,x,-
00919,x,-
00920,x,-
00925,x,-
00926,x,-
00927,x,-
00928,x,-
00929,x,-
00931,x,-
01106,x,-
01109,x,-
01112,x,-
01123,x,-
01124,x,-
01125,x,-
01126,x,-
01127,x,-
01128,x,-
01129,x,-
01132,x,-
01134,x,-
01135,x,-
01136,x,-
01137,x,-
01138,x,-
01139,x,-
01140,x,-
01141,x,-
01142,x,-
01143,x,-
01144,x,-
01145,x,-
01146,x,-
01147,x,-
01148,x,-
01149,x,-
01150,x,-
01151,x,-
01154,x,-
01202,x,-
01213,x,-
01215,x,-
01216,x,-
01218,x,-
01219,x,-
01220,x,-
01221,x,-
01222,x,-
01223,x,-
01224,x,-
01225,x,-
01226,x,-
01227,x,-
01228,x,-
01229,x,-
01230,x,-
01231,x,-
01232,x,-
01233,x,-
01234,x,-
01235,x,-
01236,x,-
01237,x,-
01238,x,-
01239,x,-
01240,x,-
01241,x,-
01242,x,-
01243,x,-
01244,x,-
